"MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice"
"160","FV",24,2645,1,"Pave",3,"Lvl","Inside",2,"Somerst","Norm","Norm","Twnhs","2Story",8,5,1999,2000,"Gable","CompShg","MetalSd","MetalSd",1,456,4,3,"PConc",4,3,1,6,649,1,0,321,970,"GasA",5,1,"SBrkr",983,756,0,1739,1,0,2,1,3,1,4,7,7,0,0,"Attchd",1999,3,2,480,3,3,2,115,0,0,0,0,0,0,"None","None",0,"8",2009,"WD","Abnorml",172500
"60","RL",89,11645,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,1,1,0,1,0,860,860,"GasA",5,1,"SBrkr",860,860,0,1720,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2004,2,2,565,3,3,2,0,70,0,0,0,0,0,"None","None",0,"8",2006,"WD","Normal",196500
"60","RL",66,13682,1,"None",1,"HLS","CulDSac",2,"StoneBr","Norm","Norm","1Fam","2Story",10,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd",1,1031,5,3,"PConc",5,3,4,1,0,1,0,1410,1410,"GasA",5,1,"SBrkr",1426,1519,0,2945,0,0,3,1,3,1,4,10,7,1,4,"BuiltIn",2006,3,3,641,3,3,2,192,0,37,0,0,0,0,"None","None",0,"10",2006,"New","Partial",438780
"20","RL",60,7200,1,"None",3,"Bnk","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",5,7,1972,1972,"Gable","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,3,5,632,1,0,148,780,"GasA",5,1,"SBrkr",780,0,0,780,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1973,1,1,352,3,3,2,196,0,0,0,0,0,0,"MnPrv","None",0,"1",2008,"WD","Normal",124900
"20","RL",63,13072,1,"None",3,"Lvl","Inside",2,"SawyerW","RRAe","Norm","1Fam","1Story",6,5,2004,2004,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,5,941,1,0,217,1158,"GasA",5,1,"SBrkr",1158,0,0,1158,1,0,1,1,3,1,4,5,7,0,0,"Detchd",2006,1,2,576,3,3,2,0,50,0,0,0,0,0,"None","None",0,"5",2006,"New","Partial",158000
"75","RM",60,7200,1,"None",3,"Lvl","Inside",2,"IDOTRR","Norm","Norm","1Fam","2.5Unf",5,7,1920,1996,"Gable","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,2,1,1,0,1,0,530,530,"GasA",3,0,"SBrkr",581,530,0,1111,0,0,1,0,3,1,2,6,7,0,0,"Detchd",1935,1,1,288,3,3,0,0,0,144,0,0,0,0,"None","None",0,"3",2007,"WD","Normal",101000
"120","RL",44,6442,1,"None",2,"Lvl","Inside",2,"NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd",2,178,4,3,"PConc",4,4,2,6,24,1,0,1346,1370,"GasA",5,1,"SBrkr",1370,0,0,1370,0,0,2,0,2,1,4,6,7,1,4,"Attchd",2006,2,2,484,3,3,2,120,49,0,0,0,0,0,"None","None",0,"10",2007,"WD","Normal",202500
"70","RM",50,10300,1,"None",2,"Bnk","Inside",2,"OldTown","RRAn","Feedr","1Fam","2Story",7,6,1921,1950,"Gable","CompShg","Stucco","Stucco",0,0,3,3,"BrkTil",3,3,1,1,0,1,0,576,576,"GasA",4,1,"SBrkr",902,808,0,1710,0,0,2,0,3,1,3,9,7,0,0,"Detchd",1990,1,2,480,3,3,2,12,11,64,0,0,0,0,"GdPrv","None",0,"4",2010,"WD","Normal",140000
"60","RL",70,9375,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd",1,573,3,3,"PConc",4,3,1,6,739,1,0,318,1057,"GasA",5,1,"SBrkr",1057,977,0,2034,1,0,2,1,3,1,4,8,7,0,0,"Attchd",1998,2,2,645,3,3,2,576,36,0,0,0,0,0,"GdPrv","None",0,"2",2009,"WD","Normal",219500
"60","RL",76,9591,1,"None",3,"Lvl","Inside",2,"NridgHt","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","CompShg","VinylSd","VinylSd",1,344,4,3,"PConc",5,3,3,1,0,1,0,1143,1143,"GasA",5,1,"SBrkr",1143,1330,0,2473,0,0,2,1,4,1,4,9,7,1,4,"BuiltIn",2004,2,3,852,3,3,2,192,151,0,0,0,0,0,"None","None",0,"10",2007,"WD","Normal",317000
"20","RL",73,19900,1,"None",3,"Lvl","Inside",2,"NAmes","PosA","Norm","1Fam","1Story",7,5,1970,1989,"Gable","CompShg","Plywood","Plywood",1,287,3,3,"CBlock",4,3,4,6,912,1,0,1035,1947,"GasA",3,1,"SBrkr",2207,0,0,2207,1,0,2,0,3,1,3,7,6,1,4,"Attchd",1970,2,2,576,3,3,2,301,0,0,0,0,0,0,"None","None",0,"7",2010,"WD","Normal",180000
"20","RL",72,10665,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd",1,167,4,3,"PConc",4,3,3,6,1013,1,0,440,1453,"GasA",5,1,"SBrkr",1479,0,0,1479,1,0,2,0,3,1,4,7,7,0,0,"Attchd",2003,2,2,558,3,3,2,144,29,0,0,0,0,0,"None","None",0,"6",2007,"WD","Normal",226000
"30","RM",47,4608,1,"None",3,"Lvl","Corner",2,"OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd",0,0,3,4,"CBlock",3,3,1,1,0,1,0,747,747,"GasA",3,1,"SBrkr",747,0,0,747,0,0,1,0,2,1,3,4,7,0,0,"Attchd",1945,1,1,220,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6",2010,"WD","Normal",80000
"50","RL",81,15593,1,"None",3,"Lvl","Corner",2,"ClearCr","Norm","Norm","1Fam","1.5Fin",7,4,1953,1953,"Gable","CompShg","BrkFace","AsbShng",0,0,4,3,"CBlock",3,3,1,4,603,1,0,701,1304,"GasW",3,1,"SBrkr",1304,983,0,2287,0,0,2,0,3,1,3,7,7,1,3,"Attchd",1953,3,2,667,3,3,2,0,21,114,0,0,0,0,"None","None",0,"7",2006,"WD","Normal",225000
"20","RL",95,13651,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood",1,1115,3,4,"CBlock",4,3,4,5,1880,1,0,343,2223,"GasA",5,1,"SBrkr",2223,0,0,2223,1,0,2,0,3,1,3,8,7,2,4,"Attchd",1973,3,2,516,3,3,2,300,0,0,0,0,0,0,"None","None",0,"2",2007,"WD","Normal",244000
"20","RL",69,7599,1,"None",3,"Lvl","Corner",2,"Mitchel","Norm","Norm","1Fam","1Story",4,6,1982,2006,"Gable","CompShg","HdBoard","Plywood",0,0,3,3,"CBlock",3,3,1,5,565,1,0,280,845,"GasA",3,1,"SBrkr",845,0,0,845,1,0,1,0,2,1,3,4,7,0,0,"Detchd",1987,1,2,360,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6",2007,"WD","Normal",129500
"60","RL",74,10141,1,"None",2,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd",1,40,3,3,"PConc",4,3,1,1,0,1,0,832,832,"GasA",4,1,"SBrkr",885,833,0,1718,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1998,3,2,427,3,3,2,0,94,0,0,291,0,0,"None","None",0,"12",2009,"WD","Normal",185000
"20","RL",85,10200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng",1,104,3,3,"CBlock",3,3,1,5,320,4,362,404,1086,"GasA",4,1,"SBrkr",1086,0,0,1086,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1989,1,2,490,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"5",2010,"WD","Normal",144900
"50","RM",60,5790,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd",0,0,4,4,"CBlock",2,3,1,1,0,1,0,840,840,"GasA",4,0,"SBrkr",840,765,0,1605,0,0,2,0,3,2,3,8,7,0,0,"Detchd",1915,1,1,379,3,3,2,0,0,202,0,0,0,0,"None","None",0,"5",2010,"WD","Normal",107400
"180","RM",21,1596,1,"None",3,"Lvl","Inside",2,"MeadowV","Norm","Norm","Twnhs","SLvl",4,5,1973,1973,"Gable","CompShg","CemntBd","CmentBd",0,0,3,3,"CBlock",4,3,4,6,462,1,0,0,462,"GasA",3,1,"SBrkr",526,462,0,988,1,0,1,0,2,1,3,5,7,0,0,"BuiltIn",1973,1,1,297,3,3,2,120,101,0,0,0,0,0,"GdWo","None",0,"11",2009,"WD","Normal",91000
"20","RL",73,8475,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,5,228,1,0,724,952,"GasA",5,1,"FuseA",952,0,0,952,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1956,1,1,283,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4",2008,"WD","Normal",135750
"50","RM",50,8635,1,"None",3,"Lvl","Inside",2,"BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,4,336,6,41,295,672,"GasA",3,1,"SBrkr",1072,213,0,1285,1,0,1,0,2,1,3,6,6,0,0,"Detchd",1948,1,1,240,3,3,2,0,0,0,0,0,0,0,"MnPrv","None",0,"1",2008,"WD","Normal",127000
"90","RL",72,10778,1,"None",3,"Lvl","Inside",2,"Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard",0,0,3,3,"CBlock",3,3,1,1,0,1,0,1768,1768,"GasA",3,0,"SBrkr",1768,0,0,1768,0,0,2,0,4,2,3,8,7,0,0,"No Garage",1968,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"4",2010,"WD","Normal",136500
"50","RM",60,10440,1,"Grvl",3,"Lvl","Corner",2,"OldTown","Norm","Norm","1Fam","2Story",5,6,1910,1981,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"PConc",3,3,1,1,0,1,0,440,440,"GasA",4,1,"SBrkr",682,548,0,1230,0,0,1,1,2,1,3,5,7,0,0,"Detchd",1966,1,2,440,3,3,2,74,0,128,0,0,0,0,"MnPrv","None",0,"5",2009,"WD","Normal",110000
"60","RL",100,13000,1,"None",3,"Lvl","Corner",2,"NAmes","Norm","Norm","1Fam","2Story",6,6,1968,1968,"Gable","CompShg","VinylSd","VinylSd",1,576,3,4,"CBlock",4,3,1,3,448,1,0,448,896,"GasA",3,1,"SBrkr",1182,960,0,2142,0,0,2,1,4,1,4,8,7,1,4,"Attchd",1968,3,1,509,3,3,2,0,72,0,0,252,0,0,"None","None",0,"6",2009,"WD","Normal",193500
"120","RM",32,4500,1,"None",3,"Lvl","FR2",2,"Mitchel","Norm","Norm","TwnhsE","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd",1,443,3,4,"PConc",5,4,1,6,1201,1,0,36,1237,"GasA",5,1,"SBrkr",1337,0,0,1337,1,0,2,0,2,1,3,5,7,0,0,"Attchd",1998,3,2,405,3,3,2,0,199,0,0,0,0,0,"None","None",0,"3",2006,"WD","Normal",153500
"20","RL",78,10206,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",2,468,3,3,"PConc",4,3,1,6,33,1,0,1530,1563,"GasA",5,1,"SBrkr",1563,0,0,1563,0,0,2,0,3,1,4,6,7,1,4,"Attchd",2007,2,3,758,3,3,2,144,99,0,0,0,0,0,"None","None",0,"10",2008,"WD","Normal",245000
"20","RL",80,8892,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd",0,66,3,3,"CBlock",3,3,1,1,0,1,0,1065,1065,"GasA",4,1,"SBrkr",1065,0,0,1065,0,0,1,1,3,1,3,6,7,0,0,"Detchd",1974,1,2,461,3,3,2,74,0,0,0,0,0,0,"None","None",0,"7",2007,"COD","Normal",126500
"80","RL",64,8530,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,1995,1996,"Gable","CompShg","HdBoard","HdBoard",1,22,3,3,"PConc",4,3,1,1,0,1,0,384,384,"GasA",4,1,"SBrkr",804,670,0,1474,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",1995,3,2,400,3,3,2,120,72,0,0,0,0,0,"None","Shed",700,"5",2009,"WD","Normal",168500
"60","RL",121,16059,1,"None",3,"Lvl","Corner",2,"NoRidge","Norm","Norm","1Fam","2Story",8,5,1991,1992,"Hip","CompShg","HdBoard","HdBoard",1,284,4,3,"CBlock",4,3,1,1,0,1,0,1288,1288,"GasA",5,1,"SBrkr",1301,1116,0,2417,0,0,2,1,4,1,4,9,7,1,3,"Attchd",1991,1,2,462,3,3,2,127,82,0,0,0,0,0,"None","None",0,"4",2006,"WD","Normal",260000
"60","RL",122,11911,1,"None",1,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd",0,0,4,3,"PConc",4,3,3,1,0,1,0,684,684,"GasA",5,1,"SBrkr",684,876,0,1560,0,0,2,1,3,1,4,6,7,1,4,"BuiltIn",2005,3,2,400,3,3,2,100,38,0,0,0,0,0,"None","None",0,"3",2009,"WD","Normal",174000
"160","FV",40,3951,1,"Pave",3,"Lvl","Corner",2,"Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd",2,76,4,3,"PConc",4,3,3,1,0,1,0,612,612,"GasA",5,1,"SBrkr",612,612,0,1224,0,0,2,1,2,1,4,4,7,0,0,"Detchd",2009,2,2,528,3,3,2,0,234,0,0,0,0,0,"None","None",0,"6",2009,"New","Partial",164500
"50","C (all)",105,8470,1,"None",2,"Lvl","Corner",2,"IDOTRR","Feedr","Feedr","1Fam","1.5Fin",3,2,1915,1982,"Hip","CompShg","Plywood","Plywood",0,0,2,2,"CBlock",3,2,1,1,0,1,0,1013,1013,"GasA",3,0,"SBrkr",1013,0,513,1526,0,0,1,0,2,1,2,6,7,0,0,"No Garage",1915,0,0,0,0,0,0,0,0,156,0,0,0,0,"MnPrv","None",0,"10",2009,"ConLD","Abnorml",85000
"20","RL",60,8070,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,6,588,1,0,402,990,"GasA",5,1,"SBrkr",990,0,0,990,1,0,1,0,3,1,3,5,7,0,0,"No Garage",1994,0,0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,"8",2007,"WD","Normal",123600
"20","RL",60,7200,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng",0,0,3,3,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,1,"FuseA",1040,0,0,1040,0,0,1,0,2,1,3,4,7,0,0,"Detchd",1950,1,2,420,3,3,2,0,29,0,0,0,0,0,"None","None",0,"7",2006,"WD","Normal",109900
"20","RL",85,8500,1,"None",3,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",5,3,1961,1961,"Hip","CompShg","HdBoard","HdBoard",0,203,3,3,"CBlock",3,3,1,3,600,1,0,635,1235,"GasA",3,1,"SBrkr",1235,0,0,1235,0,0,1,0,2,1,3,6,7,0,0,"Attchd",1961,1,2,480,3,3,2,0,0,0,0,0,0,0,"GdWo","None",0,"12",2006,"WD","Abnorml",98600
"30","RL",80,13360,1,"Grvl",2,"HLS","Inside",2,"Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,4,"BrkTil",4,3,1,5,713,1,0,163,876,"GasA",5,1,"SBrkr",964,0,0,964,1,0,1,0,2,1,3,5,7,0,0,"Detchd",1921,1,2,432,3,3,2,0,0,44,0,0,0,0,"None","None",0,"8",2009,"WD","Normal",163500
"190","C (all)",60,7200,1,"None",3,"Lvl","Corner",2,"OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd",0,0,3,3,"BrkTil",3,2,2,3,1046,1,0,168,1214,"GasW",5,0,"SBrkr",1260,1031,0,2291,0,1,2,0,4,2,3,9,7,1,4,"Detchd",1900,1,2,506,3,3,2,0,0,0,0,99,0,0,"None","None",0,"11",2007,"WD","Normal",133900
"60","RL",69,9337,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd",0,0,3,4,"PConc",4,3,1,6,648,1,0,176,824,"GasA",5,1,"SBrkr",905,881,0,1786,1,0,2,1,3,1,4,7,7,0,0,"Attchd",1997,2,2,684,3,3,2,0,162,0,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",204750
"60","RL",64,9765,1,"None",1,"Lvl","Corner",2,"Gilbert","Norm","Norm","1Fam","2Story",6,8,1993,1993,"Gable","CompShg","VinylSd","VinylSd",1,68,5,4,"PConc",4,4,1,5,310,1,0,370,680,"GasA",4,1,"SBrkr",680,790,0,1470,0,0,2,1,3,1,3,6,7,1,3,"BuiltIn",1993,3,2,420,3,3,2,232,63,0,0,0,0,0,"None","Shed",480,"4",2009,"WD","Normal",185000
"20","RL",78,10264,1,"None",2,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd",1,183,4,3,"PConc",4,3,3,5,1162,1,0,426,1588,"GasA",5,1,"SBrkr",1588,0,0,1588,0,0,2,0,3,1,4,6,7,0,0,"Attchd",1999,2,2,472,3,3,2,158,29,0,0,0,0,0,"None","None",0,"8",2006,"WD","Normal",214000
"20","RL",73,10921,1,"None",3,"HLS","Inside",2,"Edwards","Norm","Norm","1Fam","1Story",4,5,1965,1965,"Hip","CompShg","HdBoard","HdBoard",1,48,3,3,"CBlock",3,3,1,3,520,1,0,440,960,"GasA",3,1,"FuseF",960,0,0,960,1,0,1,0,3,1,3,6,7,0,0,"Attchd",1965,3,1,432,3,3,1,120,0,0,0,0,0,0,"None","None",0,"5",2007,"WD","Normal",94750
"30","RL",85,10625,1,"None",3,"Lvl","Corner",2,"Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"BrkTil",3,3,1,5,108,1,0,350,458,"GasA",2,0,"SBrkr",835,0,0,835,0,0,1,0,2,1,3,5,7,0,0,"Basment",1920,1,1,366,2,3,2,0,0,77,0,0,0,0,"None","Shed",400,"5",2010,"COD","Abnorml",83000
"20","RL",77,9320,1,"None",2,"Lvl","Inside",2,"NAmes","Norm","Norm","1Fam","1Story",4,5,1959,1959,"Gable","CompShg","Plywood","Plywood",0,0,3,3,"CBlock",3,3,1,5,569,1,0,381,950,"GasA",2,1,"SBrkr",1225,0,0,1225,1,0,1,1,3,1,3,6,7,0,0,"No Garage",1959,0,0,0,0,0,2,352,0,0,0,0,0,0,"None","Shed",400,"1",2010,"WD","Normal",128950
"20","RL",80,10603,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood",1,28,3,3,"PConc",3,3,2,5,1200,1,0,410,1610,"GasA",4,1,"SBrkr",1610,0,0,1610,1,0,2,0,3,1,4,6,7,2,3,"Attchd",1977,2,2,480,3,3,2,168,68,0,0,0,0,0,"None","None",0,"2",2010,"WD","Normal",205000
"60","RL",77,9206,1,"None",3,"Lvl","Inside",2,"SawyerW","Norm","Norm","1Fam","2Story",6,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard",1,336,4,3,"CBlock",4,3,1,1,0,1,0,741,741,"GasA",3,1,"SBrkr",977,755,0,1732,0,0,2,1,3,1,4,7,7,1,3,"Attchd",1985,3,2,476,3,3,2,192,46,0,0,0,0,0,"None","None",0,"6",2010,"WD","Normal",178000
"90","RL",64,7018,1,"None",3,"Bnk","Inside",2,"SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard",0,0,3,2,"Slab",0,0,0,0,0,0,0,0,0,"GasA",3,1,"SBrkr",1535,0,0,1535,0,0,2,0,4,2,3,8,7,0,0,"Attchd",1979,1,2,410,3,3,2,0,0,0,0,0,0,0,"None","None",0,"6",2009,"WD","Alloca",118964
"20","RL",94,10402,1,"None",2,"Lvl","Corner",2,"CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,1,0,1,0,1226,1226,"GasA",5,1,"SBrkr",1226,0,0,1226,0,0,2,0,3,1,4,6,7,0,0,"Attchd",2009,2,3,740,3,3,2,0,36,0,0,0,0,0,"None","None",0,"5",2010,"WD","Normal",198900
"50","RM",60,7758,1,"None",3,"Lvl","Corner",2,"IDOTRR","Norm","Norm","1Fam","1.5Fin",7,4,1931,1950,"Gable","CompShg","Stucco","Stucco",1,600,3,2,"PConc",3,3,1,2,224,1,0,816,1040,"GasA",5,1,"FuseF",1226,592,0,1818,0,0,1,1,4,1,3,7,7,2,3,"Detchd",1951,1,1,240,3,3,2,0,0,0,0,184,0,0,"None","None",0,"6",2007,"WD","Normal",169500
"60","FV",75,9375,1,"None",3,"Lvl","Inside",2,"Somerst","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd",1,768,4,3,"PConc",5,3,1,1,0,1,0,1053,1053,"GasA",5,1,"SBrkr",1053,939,0,1992,0,0,2,1,3,1,4,9,7,1,4,"Attchd",2003,2,2,648,3,3,2,140,45,0,0,0,0,0,"None","None",0,"8",2008,"WD","Normal",250000
"30","RM",60,10800,1,"Grvl",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","CompShg","VinylSd","VinylSd",0,0,3,3,"BrkTil",2,3,1,1,0,1,0,641,641,"GasA",4,1,"SBrkr",1047,0,0,1047,0,0,1,0,2,1,3,6,7,0,0,"Detchd",1954,1,1,273,2,2,0,0,0,0,0,0,0,0,"None","Shed",450,"8",2007,"WD","Normal",100000
"20","RM",50,6000,1,"None",3,"Lvl","Inside",2,"OldTown","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"CBlock",3,3,1,5,104,4,169,516,789,"GasA",5,1,"SBrkr",789,0,0,789,0,0,1,0,2,1,3,5,7,0,0,"Detchd",1948,1,1,250,3,3,2,0,0,0,0,0,0,0,"None","None",0,"4",2008,"WD","Partial",115000
"50","RM",85,8500,1,"None",3,"Lvl","Corner",2,"IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,1919,2005,"Gable","CompShg","CemntBd","CmentBd",0,0,3,3,"CBlock",3,3,1,1,0,1,0,793,793,"GasW",3,0,"FuseF",997,520,0,1517,0,0,2,0,3,1,2,7,7,0,0,"No Garage",1919,0,0,0,0,0,0,0,0,144,0,0,0,0,"None","None",0,"8",2007,"WD","Normal",115000
"20","RL",105,11751,1,"None",2,"Lvl","Inside",2,"NWAmes","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood",1,480,3,3,"CBlock",4,3,1,4,705,1,0,1139,1844,"GasA",5,1,"SBrkr",1844,0,0,1844,0,0,2,0,3,1,3,7,7,1,3,"Attchd",1977,2,2,546,3,3,2,0,122,0,0,0,0,0,"MnPrv","None",0,"1",2010,"COD","Normal",190000
"50","RL",75,9525,1,"None",3,"Lvl","Inside",2,"Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,2,1,3,444,1,0,550,994,"GasA",4,1,"SBrkr",1216,639,0,1855,0,0,2,0,4,1,3,7,7,0,0,"Attchd",1954,1,1,325,3,3,2,182,0,0,0,0,0,0,"None","None",0,"10",2006,"WD","Normal",136900
"80","RL",64,7750,1,"None",2,"Lvl","Inside",2,"Gilbert","Norm","Norm","1Fam","SLvl",7,5,2000,2000,"Gable","CompShg","VinylSd","VinylSd",0,0,3,3,"PConc",4,3,1,6,250,1,0,134,384,"GasA",5,1,"SBrkr",774,656,0,1430,0,0,2,1,3,1,3,7,7,1,3,"BuiltIn",2000,3,2,400,3,3,2,180,0,0,0,0,0,0,"None","None",0,"4",2010,"WD","Normal",180000
"60","RL",77,9965,1,"None",3,"Lvl","Inside",2,"CollgCr","Norm","Norm","1Fam","2Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd",2,220,4,3,"PConc",5,3,3,6,984,1,0,280,1264,"GasA",5,1,"SBrkr",1282,1414,0,2696,1,0,2,1,4,1,5,10,7,1,4,"BuiltIn",2007,3,3,792,3,3,2,120,184,0,0,168,0,0,"None","None",0,"10",2007,"New","Partial",383970
"20","RL",70,21000,1,"None",3,"Bnk","Corner",2,"Crawfor","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng",1,184,3,4,"CBlock",4,3,2,5,35,3,869,905,1809,"GasA",3,1,"SBrkr",2259,0,0,2259,1,0,2,0,3,1,4,7,7,2,4,"Basment",1953,1,2,450,3,3,2,166,120,192,0,0,0,0,"MnPrv","None",0,"10",2007,"COD","Abnorml",217000
"70","RL",61,7259,1,"None",2,"Lvl","Inside",1,"Crawfor","Norm","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","CompShg","Wd Sdng","Wd Sdng",0,0,3,3,"CBlock",3,3,1,5,774,2,150,104,1028,"GasA",5,1,"SBrkr",1436,884,0,2320,1,0,2,1,3,1,4,9,7,1,3,"Detchd",1945,1,1,180,3,3,2,224,0,0,0,0,0,0,"MnPrv","None",0,"7",2007,"WD","Normal",259500
